,0,1,index,host_since,host_response_time,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,zipcode,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,guests_included,extra_people,minimum_maximum_nights,maximum_maximum_nights,number_of_reviews,review_scores_rating,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,Essentials,Smoke detector,Heating,Hangers,Hair dryer,Wifi,Carbon monoxide detector,Shampoo,Iron,Kitchen,{TV,Laptop friendly workspace,Washer,Dryer,Fire extinguisher
0,1.152465416996334,-0.14151549617928383,0.0,1970,1,1,1,1,1,1,1,1,1,3.0,1.0,1.0,1,1,2.0,1,1,1,1,97.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,2.7561707617677618,0.7132627284996211,1.0,1970,2,1,1,1,1,2,1,2,2,2.0,1.0,1.0,2,1,2.0,2,2,2,2,94.0,1,1,1,3.0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1
2,-0.7002724355016875,-0.8036564305273901,2.0,1970,1,2,2,1,1,3,1,1,1,5.0,1.0,2.0,3,1,2.0,3,3,3,3,98.0,1,1,1,1.0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
3,-0.03131684514955644,-0.6809814360387735,3.0,1970,2,3,1,1,1,1,1,1,2,2.0,4.0,1.0,2,1,1.0,4,3,3,4,86.0,1,1,1,9.0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1
4,-0.23172298397552474,-0.6271823404095419,4.0,1970,2,3,1,1,1,1,1,1,2,2.0,4.0,1.0,2,1,1.0,4,4,4,5,93.0,1,1,1,9.0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1
5,-1.6644918072174428,-0.13625695769896878,5.0,1970,3,1,2,1,1,1,1,2,1,4.0,1.5,2.0,1,1,2.0,5,5,5,6,97.0,1,2,2,2.0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1
6,3.9900581280572704,0.20039257554931605,6.0,1970,2,1,1,1,2,3,1,3,2,3.0,1.0,1.0,1,1,2.0,6,6,6,7,98.0,2,1,1,2.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
7,0.24250692184247163,0.07161715763542056,7.0,1970,2,1,1,1,1,4,1,2,2,2.0,1.0,1.0,2,1,1.0,3,7,7,8,94.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,3.0654411008910514,-0.2593313618931955,8.0,1970,3,1,1,1,1,3,1,2,1,4.0,1.0,2.0,3,1,1.0,3,3,3,9,96.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
9,2.1676263262109954,-0.8665083295324953,9.0,1970,3,1,2,1,1,5,1,1,1,2.0,1.0,0.0,2,1,2.0,3,8,8,4,99.0,1,1,2,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
10,2.7973367609617723,-0.17223198194955003,10.0,1970,3,1,2,1,1,1,1,1,1,3.0,1.0,3.0,3,1,6.0,3,5,5,10,89.0,1,1,1,41.0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0
11,3.44937069874071,0.0852191082221353,11.0,1970,3,1,2,1,1,6,1,1,1,5.0,2.0,3.0,3,1,1.0,3,5,5,11,91.0,1,1,1,41.0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
12,1.4995128268281372,0.4573668653960721,12.0,1970,3,1,2,1,1,6,1,1,1,2.0,1.5,1.0,2,1,1.0,3,7,7,12,92.0,1,1,1,41.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
13,-0.5946590841141419,-0.6011091244915485,13.0,1970,2,3,1,1,1,1,2,1,2,2.0,3.0,1.0,1,1,1.0,4,3,3,13,80.0,1,1,1,9.0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1
14,-1.1083879979791618,-0.4496683864584299,14.0,1970,2,3,1,1,1,1,2,1,2,2.0,3.0,1.0,1,1,1.0,4,4,4,14,64.0,1,1,1,9.0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1
15,-0.18424786189347128,-0.12047206262921152,15.0,1970,2,1,1,1,1,7,1,1,2,1.0,1.0,1.0,2,1,1.0,3,9,9,15,98.0,2,1,1,1.0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0
16,1.2263482664405347,-0.37061596676070196,16.0,1970,2,1,1,1,1,1,2,4,1,4.0,1.0,2.0,3,1,1.0,7,10,10,16,95.0,1,2,2,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,-2.7873625008576046,-0.2837037655973315,17.0,1970,3,1,1,1,1,3,1,1,1,3.0,1.0,1.0,1,1,2.0,8,11,11,17,97.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
18,-0.1732012760242515,0.4047998012852152,18.0,1970,3,1,2,1,1,8,2,3,1,4.0,2.0,2.0,1,2,4.0,9,7,7,18,96.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
19,1.5335213982715434,-0.46447250082201746,19.0,1970,4,4,2,1,2,7,1,1,1,3.0,1.0,0.0,2,1,2.0,2,7,7,19,96.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
20,2.549363068209372,0.16235071948805485,20.0,1970,3,1,1,1,1,1,1,4,2,2.0,1.0,1.0,2,1,1.0,3,12,12,20,97.0,1,2,2,2.0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
21,-0.21671795735981583,-0.3331241473259112,21.0,1970,4,4,2,1,1,9,1,5,1,2.0,1.0,1.0,2,3,1.0,1,1,1,21,98.0,2,2,2,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,-0.40890820936295325,-0.7420443045837922,22.0,1970,2,3,1,1,1,1,1,1,2,2.0,4.0,1.0,2,1,1.0,4,4,4,18,78.0,1,1,1,9.0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1
23,2.3561145528727967,0.11364992172613328,23.0,1970,3,1,1,1,1,7,1,2,1,2.0,1.0,1.0,2,4,2.0,3,6,6,22,97.0,1,1,2,1.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
24,2.462115133877594,-1.1315408420744077,24.0,1970,2,1,1,1,2,7,1,1,1,3.0,1.0,1.0,1,1,2.0,1,13,13,23,92.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,2.9164978390433998,-0.6496330187980502,25.0,1970,2,1,1,1,1,4,1,1,2,2.0,1.0,1.0,2,1,2.0,2,12,12,24,98.0,1,2,2,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,-0.7609834513200356,-0.9799205425357457,26.0,1970,1,1,1,1,1,1,1,1,2,1.0,1.0,1.0,2,1,1.0,3,5,5,25,96.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
27,0.9440872823910841,-1.577335878120374,27.0,1970,2,1,1,1,1,10,1,6,1,4.0,1.0,1.0,2,1,4.0,2,14,14,26,96.0,2,1,1,2.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
28,1.4207469641443904,-0.4866557841180316,28.0,1970,3,1,1,1,1,2,1,2,2,2.0,1.0,1.0,2,1,1.0,10,13,13,27,99.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,2.573152626753842,0.07477528049242954,29.0,1970,3,1,1,1,1,1,1,4,2,2.0,1.0,1.0,2,1,1.0,3,12,12,28,98.0,1,2,2,2.0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1
30,5.349677025630659,0.0011165581694313927,30.0,1970,3,1,1,1,1,4,1,2,2,3.0,1.0,0.0,2,1,2.0,11,8,8,29,95.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
31,0.48262814785264846,-0.3581025470509781,31.0,1970,2,1,2,1,1,1,1,1,1,10.0,2.0,4.0,4,5,4.0,11,1,1,30,91.0,2,1,1,1.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
32,1.536921893364789,-0.8261112727958458,32.0,1970,4,4,1,1,2,7,1,1,1,2.0,1.0,1.0,2,6,2.0,3,5,5,31,100.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,4.885209330659584,0.6284096807814574,33.0,1970,2,1,1,1,2,3,1,3,2,4.0,1.0,1.0,1,7,2.0,12,12,12,32,96.0,2,1,1,2.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
34,3.1651183913158984,-0.3125214292942382,34.0,1970,3,1,1,1,1,3,2,2,1,4.0,2.0,2.0,1,8,5.0,3,15,15,33,97.0,1,2,2,2.0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
35,0.634962783304852,-1.274743899839941,35.0,1970,3,1,1,1,1,11,1,1,1,4.0,1.0,1.0,1,1,2.0,2,1,1,34,99.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
36,1.8082514916717436,0.25475266316102635,36.0,1970,3,1,2,1,2,3,1,1,1,2.0,1.0,1.0,1,9,2.0,10,1,1,35,96.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,-0.022653169650952543,-0.25222050996574413,37.0,1970,2,1,1,1,2,4,1,2,1,2.0,1.0,1.0,5,1,1.0,3,6,6,36,99.0,2,1,1,2.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
38,1.1547034440471722,0.14542210174025666,38.0,1970,3,1,1,1,1,3,1,6,1,2.0,1.0,1.0,2,1,2.0,12,5,5,37,96.0,1,1,1,18.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
39,0.08182952460116578,-0.8005728629234832,39.0,1970,1,1,2,1,1,3,1,1,1,2.0,1.0,0.0,2,1,2.0,12,16,16,38,98.0,1,1,1,2.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
40,0.656181428431182,0.02132363851054434,40.0,1970,2,5,1,1,1,3,1,1,1,2.0,1.0,1.0,2,1,2.0,2,17,17,39,92.0,2,1,2,2.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
41,3.0402679195338744,-0.9092676147494674,41.0,1970,1,6,2,1,1,12,1,1,2,1.0,1.0,1.0,2,1,1.0,13,18,18,40,96.0,1,2,2,1.0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1
42,1.8445215796237726,-0.18195717815691093,42.0,1970,3,1,1,1,1,7,1,2,1,3.0,1.0,1.0,2,1,3.0,3,12,12,41,94.0,1,1,1,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,-1.9398937084437056,-1.3040747961628405,43.0,1970,2,1,1,1,1,3,1,2,2,2.0,2.0,1.0,2,1,2.0,12,1,1,42,98.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
44,0.9878084913666874,-0.26997572695776,44.0,1970,1,1,1,1,1,3,1,1,1,4.0,1.0,2.0,1,1,1.0,3,7,7,43,96.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,-2.1229971888742902,-0.6897846271762121,45.0,1970,1,1,1,1,2,2,1,2,1,3.0,1.0,0.0,2,1,1.0,3,4,4,44,89.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
46,-0.67931502435996,0.2580355269434666,46.0,1970,3,1,1,1,1,3,1,1,1,2.0,1.0,0.0,1,1,2.0,12,5,5,13,93.0,1,1,1,18.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
47,-0.47622794631744275,0.01502813332163217,47.0,1970,3,1,1,1,1,3,1,2,1,2.0,1.0,1.0,1,1,2.0,12,7,7,45,87.0,1,1,1,18.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
48,-0.8738420706679975,-0.7782575189380633,48.0,1970,4,4,2,1,2,3,1,1,1,2.0,1.5,1.0,2,1,1.0,3,13,13,46,91.0,1,1,1,1.0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0
49,0.12362027191426032,-0.4465351959996292,49.0,1970,3,1,1,1,1,4,1,6,1,3.0,1.0,2.0,1,1,4.0,12,5,5,47,80.0,1,1,1,18.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,0.10901572209343227,-0.04126739231358846,50.0,1970,3,1,1,1,1,1,1,6,1,2.0,1.0,2.0,1,1,2.0,12,5,5,5,56.0,1,1,1,18.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,2.2672393066472187,0.1687349207157946,51.0,1970,2,1,1,1,1,3,1,1,1,2.0,1.0,1.0,1,1,1.0,3,19,19,48,97.0,1,1,2,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
52,-1.41786612940448,-0.6059432936404585,52.0,1970,4,4,2,1,1,3,1,1,1,4.0,1.0,1.0,1,1,2.0,10,3,3,49,100.0,1,1,1,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
53,-1.3051400119895982,-1.130722175176012,53.0,1970,3,1,1,1,1,7,1,6,1,2.0,1.0,0.0,1,10,1.0,3,1,1,50,94.0,1,1,1,2.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
54,3.410383505108078,0.13210338325427662,54.0,1970,3,3,1,1,2,1,1,2,2,2.0,3.0,1.0,2,1,1.0,10,8,8,51,96.0,2,1,2,3.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
55,1.4085661686038133,0.08541346553991891,55.0,1970,3,1,1,1,1,13,1,2,1,2.0,1.0,2.0,2,1,2.0,7,7,7,52,97.0,1,1,1,1.0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1
56,-1.3570128697534378,-1.248537942166195,56.0,1970,3,1,1,1,2,5,1,1,1,2.0,1.0,1.0,2,1,2.0,2,7,7,32,96.0,1,1,1,9.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
57,-1.3201097467646141,-0.47742311042655766,57.0,1970,4,4,2,1,1,1,1,1,1,4.0,1.0,2.0,1,6,2.0,14,7,7,5,100.0,1,1,2,1.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
58,1.6237725992452756,0.05893509963326796,58.0,1970,2,1,1,1,1,1,1,1,1,2.0,1.0,1.0,2,1,2.0,3,8,8,53,98.0,2,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
59,-1.9161258204522682,-1.2363084477703128,59.0,1970,3,1,1,1,2,5,1,1,2,1.0,0.0,1.0,2,1,1.0,3,16,16,54,92.0,1,1,1,9.0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1
60,1.2389978244268058,-0.6925239979723428,60.0,1970,3,1,1,1,1,3,1,2,2,2.0,1.0,1.0,2,1,1.0,3,1,1,55,98.0,1,2,2,2.0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
61,1.4084381209116559,-0.2820152393114771,61.0,1970,2,1,1,1,1,5,1,1,1,4.0,1.0,2.0,1,1,1.0,3,7,7,56,95.0,1,1,1,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
62,-1.4734225793903426,0.20470616601194158,62.0,1970,2,1,1,1,1,14,1,3,1,2.0,1.5,1.0,2,1,1.0,10,7,7,4,90.0,1,2,2,1.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
63,-2.089779921462444,-0.9060164274598342,63.0,1970,3,1,1,1,2,5,1,1,1,2.0,1.0,1.0,2,1,2.0,2,16,16,57,94.0,1,1,1,9.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
64,2.199970191904828,-0.22634397542341986,64.0,1970,1,1,1,1,1,11,1,1,1,4.0,1.0,1.0,1,1,1.0,3,7,7,58,94.0,1,1,1,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,0.5164997563167564,-0.19482059254097472,65.0,1970,1,1,1,1,1,2,1,1,1,4.0,1.0,1.0,1,1,1.0,3,7,7,32,95.0,1,1,1,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,-1.7810850592947196,-1.2623674056207432,66.0,1970,3,1,1,1,2,5,1,1,2,1.0,0.0,1.0,2,1,1.0,3,7,7,59,93.0,1,1,1,9.0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1
67,1.636330957553801,-0.8325874205734027,67.0,1970,2,1,1,1,1,5,1,1,1,4.0,1.0,2.0,1,1,1.0,3,7,7,60,96.0,2,1,1,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
68,0.2927759209802254,-0.8629394730042939,68.0,1970,4,4,2,1,1,1,1,1,1,5.0,2.0,2.0,1,1,4.0,8,20,20,61,99.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,-0.33744575280067407,0.24782273238203,69.0,1970,1,1,1,1,1,3,1,1,1,2.0,1.0,1.0,2,11,2.0,10,4,4,62,92.0,1,1,1,1.0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
70,1.3319181161963833,0.16409040788899118,70.0,1970,2,7,2,1,1,3,1,1,2,1.0,1.0,1.0,2,9,1.0,1,20,20,63,94.0,2,2,1,3.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
71,-1.5566689644316372,-0.6518768852029735,71.0,1970,2,1,1,1,1,2,1,6,1,2.0,1.0,1.0,2,1,2.0,3,21,21,64,98.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
72,0.03675563021075378,-0.9903031472287532,72.0,1970,2,1,2,1,2,9,1,3,2,4.0,2.0,1.0,2,1,1.0,12,1,1,65,96.0,2,1,1,4.0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
73,2.4380101089135,0.6061342463841098,73.0,1970,2,1,1,1,1,3,1,7,2,2.0,1.0,1.0,2,1,2.0,11,22,22,66,98.0,2,1,1,1.0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
74,-1.5272624132595662,-0.38582660384620465,74.0,1970,4,4,2,1,1,15,1,2,2,2.0,1.0,1.0,2,12,2.0,3,3,3,67,20.0,1,1,1,1.0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0
75,2.892087252409582,-0.6081551631462531,75.0,1970,2,1,2,1,1,1,1,2,1,6.0,2.0,3.0,6,1,5.0,11,8,8,68,97.0,2,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76,1.8285599493283393,-0.547354301002994,76.0,1970,2,1,1,1,1,2,1,1,2,2.0,1.0,1.0,2,1,1.0,13,13,13,69,97.0,1,1,1,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77,-0.26531076143753424,-0.6816103037896195,77.0,1970,1,2,2,1,2,3,1,2,1,6.0,2.5,3.0,6,1,1.0,3,5,5,70,96.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,-1.2354160303249686,-0.016185981706723855,78.0,1970,2,1,1,1,1,3,1,6,1,2.0,1.0,1.0,2,1,1.0,3,12,12,71,94.0,2,1,1,1.0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0
79,1.2719964721307528,-0.49766733501630867,79.0,1970,2,1,1,1,1,16,1,1,2,2.0,2.0,1.0,2,1,1.0,7,23,23,72,99.0,1,1,1,2.0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0
80,0.023210645487211655,-1.1035328987303858,80.0,1970,4,4,2,1,2,11,1,1,1,2.0,1.0,0.0,2,13,1.0,14,20,20,39,83.0,1,2,2,2.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
81,-0.5971741588243408,0.006853902729770002,81.0,1970,3,1,1,1,1,11,1,1,1,6.0,2.0,3.0,6,1,4.0,12,5,5,73,96.0,1,1,1,18.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,-0.4756439225121211,-0.5456103232684737,82.0,1970,3,1,1,1,1,15,1,1,1,3.0,1.0,1.0,5,1,2.0,10,22,22,74,79.0,1,1,1,1.0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0
83,-0.4947569880063618,-0.2807840426307477,83.0,1970,2,1,1,1,2,3,1,1,1,2.0,1.0,1.0,2,1,2.0,12,5,5,69,99.0,1,2,2,1.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
84,0.15538097180181115,-0.7572954670174601,84.0,1970,4,4,2,1,1,12,1,2,1,2.0,1.0,2.0,1,1,1.0,2,7,7,75,98.0,1,1,2,1.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
85,1.1637299456041346,0.5774855497886563,85.0,1970,1,8,2,1,1,17,1,2,2,2.0,1.0,1.0,2,1,1.0,14,5,5,27,91.0,1,2,2,14.0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
86,1.5007315857591759,0.610245714634626,86.0,1970,1,8,2,1,1,17,1,2,2,2.0,1.0,1.0,2,1,1.0,1,5,5,32,82.0,1,2,2,14.0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0
87,-0.03128264754713971,-0.400760283985833,87.0,1970,3,1,1,1,1,11,1,1,1,4.0,2.0,3.0,3,1,4.0,12,7,7,76,93.0,1,1,1,18.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,3.319513420709421,0.8131017656292634,88.0,1970,2,1,1,1,1,3,1,1,1,3.0,1.0,1.0,2,1,2.0,3,8,8,58,98.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,-0.6996810804175674,0.5769567556190298,89.0,1970,2,9,2,1,2,18,1,2,3,1.0,2.5,1.0,1,1,1.0,3,7,7,11,93.0,1,1,1,20.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
90,2.564653651189522,0.7751406301628081,90.0,1970,2,9,2,1,2,19,1,8,3,1.0,3.0,1.0,5,1,1.0,13,6,6,77,92.0,2,1,1,20.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
91,0.7530134975942389,-1.2536968056907545,91.0,1970,3,1,1,1,1,3,1,6,2,2.0,1.0,1.0,2,14,1.0,3,24,24,55,98.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
92,-4.315580638401244,-0.7252546780940613,92.0,1970,4,4,2,1,1,12,1,1,1,2.0,1.0,1.0,1,15,1.0,2,7,7,47,60.0,1,1,1,1.0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0
93,-1.0742756956162287,-0.40502109523510427,93.0,1970,1,10,2,1,1,1,1,1,1,8.0,1.0,0.0,3,1,4.0,15,7,7,39,91.0,1,1,1,11.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,2.9231112654339504,0.9360476265351716,94.0,1970,2,9,2,1,2,19,1,8,3,2.0,1.0,1.0,7,1,1.0,13,6,6,78,94.0,2,1,1,20.0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0
95,-1.1595367798318288,-0.7152428421706721,95.0,1970,1,10,2,1,1,1,1,1,1,6.0,1.0,1.0,3,1,2.0,16,7,7,75,89.0,1,1,1,11.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,2.4710129781612498,-0.27986870270100733,96.0,1970,1,1,2,1,1,20,1,1,1,2.0,1.0,1.0,2,1,1.0,3,25,25,52,99.0,1,2,2,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
97,-0.5270232312617398,-0.3640798437581744,97.0,1970,1,10,2,1,1,1,1,1,1,4.0,1.0,0.0,1,1,2.0,17,7,7,12,96.0,1,1,1,11.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,1.203780020503003,0.4472347558240427,98.0,1970,1,8,2,1,1,17,1,2,2,2.0,1.0,1.0,2,1,1.0,14,5,5,79,84.0,1,2,2,14.0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
99,-0.055139469871726056,0.7451242216727708,99.0,1970,1,8,2,1,1,17,1,2,2,2.0,1.0,1.0,2,1,1.0,2,26,26,80,100.0,1,2,2,14.0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
100,-0.5067384601418983,0.5930178989865967,100.0,1970,1,8,2,1,1,17,1,2,2,2.0,1.0,1.0,2,1,1.0,14,26,26,79,88.0,1,2,2,14.0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
101,3.672794376646897,-0.06757688848710057,101.0,1970,2,1,1,1,1,2,1,2,1,2.0,1.0,1.0,2,1,2.0,3,14,14,81,98.0,1,2,2,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102,1.477478534831689,0.6554783909053882,102.0,1970,1,8,2,1,1,17,1,2,2,3.0,1.0,1.0,2,1,1.0,14,26,26,82,82.0,1,2,2,14.0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0
103,1.1834827660992187,0.12598568892995662,103.0,1970,2,7,2,1,1,3,1,1,2,1.0,2.0,1.0,2,1,1.0,3,20,20,83,95.0,2,2,1,3.0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1
104,0.2157638366012932,-0.49636380008041575,104.0,1970,2,1,1,1,1,1,1,1,1,2.0,1.0,1.0,2,1,2.0,2,4,4,38,98.0,1,1,1,1.0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
105,0.3620216352357383,-1.0030192456986904,105.0,1970,4,4,1,1,2,10,2,3,1,4.0,1.0,1.0,1,1,2.0,10,27,27,33,94.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106,1.457630368163605,0.49051386225095006,106.0,1970,1,8,2,1,1,17,1,2,2,3.0,1.0,1.0,2,1,1.0,14,26,26,37,78.0,1,2,2,14.0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0
107,3.553188730563844,-0.5955619263596079,107.0,1970,2,1,1,2,1,10,1,2,2,1.0,1.0,1.0,2,1,1.0,3,7,7,84,97.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
108,0.44132329525969577,0.2607789521346388,108.0,1970,3,1,1,1,1,11,1,1,1,2.0,1.0,0.0,2,1,2.0,12,28,28,5,97.0,1,1,1,18.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,1.2180264235258584,-0.01788333133242817,109.0,1970,2,1,1,1,1,7,1,6,1,2.0,1.0,1.0,2,1,1.0,14,1,1,85,95.0,1,2,2,2.0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
110,2.058859265872697,-0.32918251731977033,110.0,1970,3,1,1,1,1,2,1,6,2,2.0,1.0,1.0,2,1,1.0,3,29,29,86,99.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1
111,0.6583521537194604,-0.0035120700120848947,111.0,1970,3,1,2,1,1,1,1,1,1,6.0,1.5,2.0,3,16,4.0,2,16,16,87,95.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,-1.6327093264745454,-1.0378648824351835,112.0,1970,3,1,1,1,2,5,1,1,2,1.0,0.0,1.0,2,1,1.0,2,7,7,88,94.0,1,1,1,9.0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1
113,2.263940162715692,-0.1980762517528543,113.0,1970,4,4,2,1,1,20,1,1,1,4.0,1.0,2.0,3,1,3.0,3,30,30,89,96.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114,-1.3097109402189857,-0.8733926626675947,114.0,1970,1,1,2,1,1,3,1,1,1,5.0,2.0,3.0,3,12,4.0,3,12,12,46,100.0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,-0.6996810804175674,0.5769567556190298,115.0,1970,2,9,2,1,2,18,1,2,3,1.0,2.5,1.0,2,1,1.0,3,16,16,13,97.0,1,1,1,20.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
